screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2013,30,7,Male,African-American,yes,not high risk
2014,33,2,Male,Caucasian,no,not high risk
2013,38,5,Male,Caucasian,no,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2013,51,0,Male,African-American,no,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2013,27,1,Male,Hispanic,no,not high risk
2013,21,2,Female,Hispanic,yes,not high risk
2013,51,4,Male,African-American,yes,not high risk
2013,19,2,Male,Caucasian,yes,not high risk
2013,35,2,Male,Caucasian,no,not high risk
2013,23,0,Male,African-American,yes,not high risk
2014,18,0,Female,African-American,no,not high risk
2013,52,0,Male,Hispanic,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,21,6,Female,African-American,no,not high risk
2014,33,1,Male,African-American,no,not high risk
2013,18,1,Male,African-American,yes,not high risk
2013,23,0,Male,Hispanic,no,not high risk
2014,28,3,Female,African-American,no,not high risk
2013,20,2,Male,African-American,yes,not high risk
2013,30,8,Male,Caucasian,yes,not high risk
2013,50,1,Male,Caucasian,no,not high risk
2013,39,0,Male,Caucasian,no,not high risk
2014,20,0,Female,African-American,no,not high risk
2013,42,2,Male,Hispanic,no,not high risk
2013,27,0,Male,African-American,no,not high risk
2013,52,2,Male,African-American,no,not high risk
2013,26,6,Male,African-American,yes,not high risk
2013,48,17,Male,African-American,no,not high risk
2014,25,3,Male,African-American,yes,not high risk
2013,22,2,Male,Caucasian,no,not high risk
2013,20,2,Male,African-American,no,not high risk
2013,39,2,Female,Other,no,not high risk
2013,34,5,Male,African-American,no,not high risk
2014,36,8,Female,African-American,yes,not high risk
2014,66,0,Male,Hispanic,no,not high risk
2013,56,1,Male,Hispanic,no,not high risk
2014,37,1,Male,African-American,no,not high risk
2013,27,2,Male,African-American,no,not high risk
2014,26,1,Male,African-American,no,not high risk
2013,41,6,Male,Caucasian,no,not high risk
2013,22,2,Male,African-American,no,not high risk
2014,29,0,Male,African-American,no,high risk
2013,32,17,Male,African-American,yes,not high risk
2013,30,1,Male,African-American,no,not high risk
2014,18,1,Male,African-American,yes,high risk
2014,58,1,Male,Caucasian,no,not high risk
2014,51,0,Male,Hispanic,no,not high risk
2013,23,1,Male,Hispanic,no,not high risk
2013,24,5,Male,African-American,yes,not high risk
2013,52,0,Female,African-American,no,not high risk
2014,24,3,Female,African-American,no,not high risk
2014,22,3,Male,Caucasian,no,not high risk
2013,23,0,Male,Hispanic,no,not high risk
2013,72,5,Female,African-American,no,not high risk
2013,54,8,Male,African-American,no,not high risk
2013,43,0,Male,Caucasian,no,not high risk
2013,24,1,Male,African-American,no,not high risk
2014,22,1,Male,African-American,no,not high risk
2013,56,2,Male,African-American,no,not high risk
2013,37,1,Male,Caucasian,no,not high risk
2013,43,5,Male,Caucasian,no,not high risk
2013,21,1,Male,Other,no,not high risk
2013,52,2,Male,Caucasian,no,not high risk
2014,41,0,Male,African-American,yes,not high risk
2014,51,0,Female,Caucasian,no,not high risk
2013,19,0,Female,African-American,no,not high risk
2013,37,0,Male,African-American,no,not high risk
2014,35,0,Female,Caucasian,no,not high risk
2013,30,2,Male,African-American,no,not high risk
2014,20,0,Male,Hispanic,no,not high risk
2013,28,0,Female,African-American,no,high risk
2013,44,4,Male,African-American,no,not high risk
2013,33,2,Male,African-American,yes,not high risk
2013,36,0,Female,Caucasian,no,not high risk
2014,33,0,Male,Other,no,not high risk
2013,50,0,Male,Caucasian,no,not high risk
2013,50,2,Male,African-American,no,not high risk
2013,55,19,Male,African-American,no,not high risk
2013,18,0,Male,African-American,yes,high risk
2013,21,1,Female,African-American,yes,not high risk
2014,25,2,Male,African-American,no,not high risk
2013,46,4,Female,Caucasian,no,not high risk
2013,45,1,Male,Caucasian,yes,not high risk
2013,41,3,Male,Caucasian,no,not high risk
2013,31,1,Male,African-American,no,not high risk
2013,36,0,Male,Hispanic,no,not high risk
2013,47,2,Male,Caucasian,no,not high risk
2014,27,1,Male,Caucasian,no,not high risk
2013,23,0,Male,Caucasian,no,not high risk
2013,42,2,Male,Hispanic,no,not high risk
2013,44,0,Male,Hispanic,no,not high risk
2013,46,0,Male,Caucasian,no,not high risk
2013,46,1,Male,African-American,yes,not high risk
2013,56,2,Male,Caucasian,no,not high risk
2013,29,6,Male,Caucasian,no,not high risk
2013,20,1,Male,African-American,yes,not high risk
2014,38,0,Male,Hispanic,no,not high risk
2013,29,0,Male,African-American,no,not high risk
2013,51,0,Female,Hispanic,no,not high risk
2013,24,9,Male,African-American,yes,high risk
2013,37,1,Female,Hispanic,no,not high risk
2013,22,2,Male,Caucasian,no,high risk
2013,31,1,Male,African-American,no,not high risk
2013,33,18,Male,African-American,no,high risk
2013,20,1,Male,African-American,yes,not high risk
2014,18,0,Female,African-American,no,high risk
2013,27,7,Male,Caucasian,yes,not high risk
2013,21,1,Male,African-American,no,not high risk
2014,52,1,Female,Caucasian,no,not high risk
2013,63,3,Male,African-American,no,not high risk
2013,47,8,Male,Caucasian,no,not high risk
2013,47,7,Male,African-American,no,not high risk
2013,37,3,Male,Caucasian,no,not high risk
2013,27,4,Female,African-American,yes,not high risk
2013,21,2,Female,Caucasian,no,not high risk
2014,21,3,Female,African-American,yes,not high risk
2013,22,4,Male,Caucasian,no,high risk
2013,44,1,Male,Caucasian,no,not high risk
2013,33,10,Female,Hispanic,no,high risk
2013,22,1,Male,Other,no,not high risk
2013,20,0,Female,Caucasian,no,not high risk
2013,30,1,Female,Caucasian,no,not high risk
2013,27,10,Male,African-American,no,not high risk
2014,31,4,Male,African-American,yes,not high risk
2013,21,0,Male,African-American,no,not high risk
2013,34,0,Male,Caucasian,yes,not high risk
2014,37,0,Female,Caucasian,no,not high risk
2013,24,1,Male,Caucasian,no,high risk
2013,40,9,Male,African-American,yes,not high risk
2013,24,11,Male,Caucasian,no,not high risk
2013,22,11,Male,African-American,yes,high risk
2013,50,1,Male,Caucasian,yes,not high risk
2013,23,0,Female,Hispanic,yes,not high risk
2013,49,1,Female,African-American,no,not high risk
2014,45,5,Male,African-American,no,not high risk
2013,47,1,Male,Caucasian,no,not high risk
2013,49,6,Female,Caucasian,no,not high risk
2013,38,0,Female,Caucasian,no,not high risk
2014,35,0,Male,Caucasian,no,not high risk
2013,21,0,Female,African-American,no,not high risk
2013,32,14,Female,African-American,no,high risk
2013,29,3,Male,Caucasian,no,not high risk
2013,60,0,Female,Caucasian,no,not high risk
2013,57,0,Female,Caucasian,no,not high risk
2014,33,0,Male,Caucasian,no,not high risk
2013,22,0,Female,African-American,no,not high risk
2014,54,1,Female,Caucasian,yes,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,38,17,Male,Caucasian,yes,high risk
2013,26,0,Female,Caucasian,no,not high risk
2013,20,1,Male,African-American,no,high risk
2013,54,0,Male,African-American,no,not high risk
2013,34,4,Male,Hispanic,yes,not high risk
2014,21,1,Male,Caucasian,no,not high risk
2013,18,3,Female,African-American,yes,not high risk
2013,32,2,Female,African-American,no,not high risk
2013,30,3,Male,Caucasian,no,not high risk
2013,18,0,Male,Hispanic,no,not high risk
2013,38,9,Male,African-American,yes,high risk
2013,21,0,Male,African-American,no,not high risk
2013,22,7,Male,Native American,yes,high risk
2013,46,3,Male,African-American,no,not high risk
2013,19,0,Female,Hispanic,no,not high risk
2014,25,3,Female,African-American,yes,high risk
2013,30,4,Male,African-American,yes,not high risk
2013,48,4,Male,African-American,no,not high risk
2014,21,0,Female,African-American,no,not high risk
2014,32,0,Male,Caucasian,no,not high risk
2013,32,1,Male,African-American,no,not high risk
2013,22,1,Male,Other,yes,not high risk
2013,28,0,Male,Hispanic,no,not high risk
2013,38,0,Male,Native American,no,not high risk
2013,22,5,Male,Other,no,not high risk
2013,49,3,Male,African-American,no,not high risk
2014,24,3,Female,Caucasian,no,not high risk
2013,35,0,Male,Hispanic,no,not high risk
2013,44,2,Male,Caucasian,no,not high risk
2013,22,5,Male,African-American,no,not high risk
2013,27,0,Female,Caucasian,no,not high risk
2014,19,0,Male,African-American,yes,high risk
2013,25,2,Female,African-American,no,high risk
2013,20,0,Male,Asian,no,not high risk
2013,28,0,Male,Caucasian,no,not high risk
2013,51,12,Female,Caucasian,no,not high risk
2013,34,1,Female,Caucasian,no,not high risk
2013,30,1,Female,African-American,no,not high risk
2014,18,1,Male,African-American,no,high risk
2013,39,0,Male,African-American,no,not high risk
2013,29,4,Male,African-American,yes,not high risk
2014,27,7,Male,African-American,yes,not high risk
2013,35,0,Male,Caucasian,no,not high risk
2013,35,3,Male,African-American,no,not high risk
2014,19,1,Male,Caucasian,no,not high risk
2013,31,0,Female,African-American,yes,not high risk
2013,35,1,Male,African-American,no,not high risk
2013,33,0,Male,Caucasian,no,not high risk
2014,29,0,Male,Hispanic,no,not high risk
2013,21,0,Male,African-American,no,high risk
2013,45,0,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,32,0,Male,African-American,no,not high risk
2013,27,1,Female,Caucasian,no,not high risk
2014,26,1,Female,Caucasian,no,not high risk
2013,42,3,Female,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,high risk
2013,18,8,Male,Other,yes,high risk
2013,39,0,Female,African-American,yes,not high risk
2013,21,8,Male,African-American,yes,high risk
2014,38,0,Male,Hispanic,no,not high risk
2013,25,1,Male,Other,no,not high risk
2013,57,12,Male,African-American,no,not high risk
2013,29,6,Male,African-American,no,not high risk
2013,21,4,Male,Caucasian,no,high risk
2013,25,4,Male,African-American,yes,high risk
2013,29,0,Male,Hispanic,no,not high risk
2013,27,10,Male,Caucasian,yes,not high risk
2013,28,1,Male,African-American,no,not high risk
2013,24,0,Male,Other,no,not high risk
2013,27,3,Male,Caucasian,no,not high risk
2013,54,0,Male,Caucasian,no,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,51,1,Female,Caucasian,no,not high risk
2013,56,2,Male,Caucasian,no,not high risk
2014,18,0,Male,African-American,yes,high risk
2013,37,0,Male,Other,no,not high risk
2013,43,5,Female,Caucasian,no,not high risk
2013,20,4,Male,Hispanic,no,high risk
2013,50,1,Female,Caucasian,no,not high risk
2014,42,0,Male,Caucasian,no,not high risk
2013,41,1,Female,Caucasian,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,25,2,Male,Caucasian,no,not high risk
2013,25,0,Male,African-American,no,not high risk
2013,50,4,Male,Caucasian,no,not high risk
2013,44,1,Male,Hispanic,no,not high risk
2014,18,1,Male,African-American,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,57,1,Male,Hispanic,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2014,25,5,Female,African-American,yes,high risk
2013,19,0,Male,Hispanic,no,not high risk
2013,36,1,Female,African-American,no,not high risk
2013,27,0,Male,Other,no,not high risk
2013,41,2,Male,African-American,no,not high risk
2013,42,0,Male,Caucasian,no,not high risk
2013,27,1,Male,African-American,no,not high risk
2013,35,2,Male,Asian,no,not high risk
2013,35,1,Male,African-American,no,not high risk
2013,43,0,Male,Asian,no,not high risk
2013,40,0,Male,African-American,no,not high risk
2013,63,2,Male,Caucasian,no,not high risk
2013,50,4,Male,Caucasian,no,not high risk
2014,27,7,Male,Caucasian,yes,high risk
2013,48,7,Male,Caucasian,yes,not high risk
2013,41,0,Male,African-American,no,not high risk
2013,46,12,Male,Caucasian,no,not high risk
2014,25,0,Male,African-American,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,19,6,Male,African-American,yes,high risk
2013,25,11,Male,Hispanic,no,not high risk
2014,43,0,Male,Other,no,not high risk
2013,48,5,Female,Caucasian,no,not high risk
2013,40,2,Male,African-American,no,not high risk
2013,60,1,Female,African-American,no,not high risk
2013,35,2,Male,Caucasian,no,not high risk
2013,23,0,Male,African-American,no,not high risk
2013,29,4,Male,Other,no,not high risk
2013,36,3,Male,Hispanic,no,not high risk
2013,56,4,Female,African-American,no,not high risk
2013,30,0,Male,Other,no,not high risk
2013,20,1,Female,Caucasian,no,not high risk
2013,41,2,Male,Caucasian,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2014,22,0,Male,Caucasian,no,not high risk
2013,20,6,Male,African-American,no,high risk
2013,26,6,Male,African-American,no,not high risk
2013,22,15,Male,African-American,yes,high risk
2013,37,0,Male,Hispanic,no,not high risk
2013,56,1,Male,African-American,no,not high risk
2013,18,1,Male,Hispanic,no,high risk
2013,30,2,Male,Caucasian,no,not high risk
2013,33,6,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,29,2,Male,African-American,no,high risk
2013,63,1,Female,Caucasian,no,not high risk
2014,64,0,Male,Other,no,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2013,25,1,Male,African-American,no,not high risk
2014,41,4,Male,Caucasian,yes,not high risk
2013,33,3,Male,African-American,no,not high risk
2014,31,0,Male,Caucasian,yes,not high risk
2013,20,1,Male,African-American,yes,not high risk
2013,26,0,Male,African-American,no,not high risk
2014,20,0,Female,African-American,no,not high risk
2013,60,15,Male,African-American,no,high risk
2013,30,0,Female,Caucasian,no,not high risk
2013,32,1,Male,African-American,no,not high risk
2013,50,0,Male,Caucasian,yes,not high risk
2013,45,0,Female,Caucasian,no,not high risk
2013,29,1,Female,African-American,no,not high risk
2013,41,0,Male,Caucasian,no,not high risk
2014,54,9,Male,Other,no,not high risk
2013,48,1,Male,Hispanic,no,not high risk
2013,18,0,Male,Hispanic,no,not high risk
2013,23,0,Male,Caucasian,no,not high risk
2013,19,3,Male,African-American,no,high risk
2013,26,0,Male,African-American,no,not high risk
2013,41,0,Male,Caucasian,no,not high risk
2013,38,2,Male,African-American,no,not high risk
2013,26,4,Female,African-American,no,not high risk
2014,29,7,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,yes,not high risk
2013,33,0,Male,African-American,no,high risk
2013,20,1,Male,African-American,no,high risk
2013,56,1,Female,Caucasian,no,not high risk
2013,35,0,Male,Caucasian,yes,not high risk
2013,29,0,Male,African-American,no,not high risk
2014,37,14,Female,African-American,yes,high risk
2014,26,3,Male,African-American,yes,high risk
2013,39,2,Female,African-American,no,not high risk
2014,20,3,Male,African-American,yes,high risk
2013,18,0,Male,Other,no,not high risk
2013,55,15,Male,Caucasian,no,not high risk
2013,49,2,Male,Caucasian,no,not high risk
2013,26,0,Male,Caucasian,no,not high risk
2013,34,0,Female,African-American,no,not high risk
2013,31,0,Male,Caucasian,no,not high risk
2013,50,0,Male,African-American,yes,not high risk
2013,32,0,Male,Hispanic,no,not high risk
2013,25,1,Male,Caucasian,no,not high risk
2013,18,1,Male,African-American,no,high risk
2013,19,1,Male,African-American,no,not high risk
2013,39,1,Male,Caucasian,yes,not high risk
2013,52,9,Male,African-American,no,not high risk
2013,36,1,Male,Other,yes,not high risk
2014,39,0,Male,African-American,no,not high risk
2013,40,1,Male,Caucasian,yes,not high risk
2013,19,0,Male,African-American,yes,not high risk
2013,40,3,Male,Hispanic,no,not high risk
2013,39,2,Female,African-American,no,not high risk
2014,47,4,Male,African-American,no,not high risk
2013,50,1,Male,Caucasian,no,not high risk
2013,58,2,Female,Caucasian,no,not high risk
2013,20,0,Female,African-American,no,not high risk
2013,27,2,Male,African-American,no,not high risk
2013,29,2,Male,African-American,yes,not high risk
2013,20,3,Male,African-American,yes,not high risk
2013,41,2,Male,African-American,no,not high risk
2013,29,3,Male,Caucasian,no,not high risk
2013,24,1,Female,African-American,no,not high risk
2014,59,3,Male,Caucasian,yes,not high risk
2013,66,3,Male,African-American,no,not high risk
2013,48,2,Male,Other,no,not high risk
2014,18,1,Female,Caucasian,no,not high risk
2013,21,12,Male,African-American,yes,high risk
2013,54,3,Male,Hispanic,no,not high risk
2013,27,6,Male,Caucasian,no,not high risk
